"county_fips","pop_hs_less","pop_hs","pop_college","pop_bs_more","pct_pop_hs_less","pct_pop_hs","pct_pop_college","pct_pop_bs_more","pop_poverty","pct_pop_poverty","med_house_inc","unemploy_rate","pop_labor_force","pop_employed","pop_unemployed"
0,26948057,59265308,63365655,68867051,12.3,27.1,29,31.5,41852315,13.1,61937,3.9,161640488,155344043,6296445
1000,470043,1020172,987148,822595,14.2,30.9,29.9,24.9,801758,16.8,49881,3.9,2198837,2112347,86490
1001,4204,12119,10552,10291,11.3,32.6,28.4,27.7,7587,13.8,59338,3.6,25957,25015,942
1003,14310,40579,46025,46075,9.7,27.6,31.3,31.3,21069,9.8,57588,3.6,93849,90456,3393
1005,4901,6486,4566,2220,27,35.7,25.1,12.2,6788,30.9,34382,5.2,8373,7940,433
1007,2650,7471,3846,1813,16.8,47.3,24.4,11.5,4400,21.8,46064,4,8661,8317,344
1009,7861,13489,13267,5010,19.8,34,33.5,12.6,7527,13.2,50412,3.5,25006,24128,878
1011,1760,2817,1582,945,24.8,39.7,22.3,13.3,3610,42.5,29267,4.7,4776,4552,224
1013,2141,6091,3421,2235,15.4,43.9,24.6,16.1,4731,24.5,37365,4.8,8914,8487,427
1015,12620,25653,26643,14219,15.9,32.4,33.7,18,21719,19.5,45400,4.7,45972,43833,2139
1017,4383,9060,7003,3118,18.6,38.4,29.7,13.2,6181,18.7,39917,3.9,15276,14679,597
1019,3692,7157,5417,2407,19.8,38.3,29,12.9,4180,16.3,42132,3.6,11622,11207,415
1021,5302,13125,7147,4219,17.8,44.1,24,14.2,7542,17.3,47547,3.6,19476,18773,703
1023,1754,3606,2851,1225,18.6,38.2,30.2,13,2806,22.1,39907,5.5,4694,4434,260
1025,3175,7372,4205,2118,18.8,43.7,24.9,12.6,5381,22.8,40741,7.5,7627,7057,570
1027,2275,3366,2700,944,24.5,36.3,29.1,10.2,2285,17.6,39201,3.9,5963,5730,233
1029,2364,4135,2518,1428,22.6,39.6,24.1,13.7,2356,16,46495,4.2,5743,5499,244
1031,4833,9723,12181,8175,13.8,27.9,34.9,23.4,7053,13.8,55122,3.9,20817,19995,822
1033,6016,13927,11459,7236,15.6,36,29.7,18.7,7459,13.8,49055,4.6,23258,22184,1074
1035,1703,4315,1881,949,19.2,48.8,21.3,10.7,2979,24.4,32613,5.2,4494,4259,235
1037,1675,3178,2424,953,20.4,38.6,29.5,11.6,1973,18.9,42423,4.2,4376,4193,183
1039,4530,9368,8588,3952,17.1,35.4,32.5,14.9,7239,19.9,40203,4.6,15617,14902,715
1041,2091,3753,2326,1505,21.6,38.8,24,15.6,2661,19.5,39057,4.1,6298,6041,257
1043,10405,20382,18559,7866,18.2,35.6,32.4,13.7,11925,14.5,45796,3.3,37830,36589,1241
1045,4732,10924,12036,5690,14.2,32.7,36.1,17,7743,16.2,45309,4.2,20120,19274,846
1047,5135,9368,8076,4021,19.3,35.2,30.4,15.1,11841,31.4,34035,6.5,14860,13887,973
1049,12394,15956,13441,6085,25.9,33.3,28.1,12.7,14975,21.3,39491,3.8,30129,28979,1150
1051,7594,18304,16197,13664,13.6,32.8,29,24.5,8559,11.2,60367,3.4,37215,35932,1283
1053,4792,11546,6340,3287,18.5,44.5,24.4,12.7,8022,23.6,38418,4.6,14352,13696,656
1055,11147,23665,24416,12767,15.5,32.9,33.9,17.7,17509,17.5,44903,4.1,43096,41328,1768
1057,2060,4868,3273,1516,17.6,41.5,27.9,12.9,3801,23.5,39254,4.1,6482,6215,267
1059,4835,7666,5632,2679,23.2,36.8,27.1,12.9,5939,19.2,39388,3.7,14203,13673,530
1061,3891,6924,5720,2063,20.9,37.2,30.8,11.1,5537,21.3,37823,3.9,10851,10425,426
1063,1406,2149,1689,589,24.1,36.8,29,10.1,2459,30.1,28524,6.7,2838,2647,191
1065,1647,4292,2711,1421,16.4,42.6,26.9,14.1,3705,25.6,34724,5.1,5991,5686,305
1067,2412,4081,3487,2187,19.8,33.5,28.7,18,3037,17.9,46027,4.4,6766,6466,300
1069,10261,22680,23681,15076,14.3,31.6,33,21,17032,16.5,47993,4,45150,43325,1825
1071,6526,15181,10238,5280,17.5,40.8,27.5,14.2,10046,19.7,41929,4.1,23241,22286,955
1073,46025,120037,137208,145462,10.3,26.8,30.6,32.4,103604,16.1,55013,3.7,314014,302359,11655
1075,1741,3950,2967,1235,17.6,39.9,30,12.5,2374,17.4,40936,3.8,5721,5503,218
1077,7979,22812,17453,15185,12.6,36,27.5,23.9,12645,14,48707,4.2,42141,40375,1766
1079,4919,9710,6028,2738,21,41.5,25.8,11.7,6297,19.3,43909,4.2,13919,13336,583
1081,9049,22855,30707,32377,9.5,24.1,32.3,34.1,30075,19,48937,3.6,74654,71951,2703
1083,10123,19463,18341,16367,15.7,30.3,28.5,25.5,10633,11.4,64863,3.5,42393,40890,1503
1085,1588,2722,1750,996,22.5,38.6,24.8,14.1,2474,25.1,33973,7.3,3625,3360,265
1087,2215,3658,3752,2510,18.3,30.1,30.9,20.7,5031,30.2,32495,5.5,7816,7389,427
1089,21617,50768,69750,101650,8.9,20.8,28.6,41.7,42667,11.9,63755,3.5,179752,173532,6220
1091,2192,5378,3869,2084,16.2,39.8,28.6,15.4,4499,24,37733,5,7589,7209,380
1093,4343,7435,6770,2806,20.3,34.8,31.7,13.1,5844,20.2,37887,4.1,12549,12036,513
1095,12151,19818,19442,12233,19.1,31.1,30.5,19.2,17341,18.3,46233,3.4,42598,41157,1441
1097,38247,92986,82763,63703,13.8,33.5,29.8,22.9,84539,20.8,43598,4.7,187406,178608,8798
1099,2409,6805,3464,2078,16.3,46.1,23.5,14.1,4560,21.9,39556,6.2,7158,6716,442
1101,21646,38289,41976,48131,14.4,25.5,28,32.1,43567,20.1,49640,4,105579,101360,4219
1103,13706,24350,26356,17849,16.7,29.6,32,21.7,15419,13.2,52797,3.5,56339,54356,1983
1105,1275,2293,1334,913,21.9,39.4,22.9,15.7,2943,35.3,26814,6.5,3397,3175,222
1107,2829,5352,4425,1959,19.4,36.7,30.4,13.5,4177,23.1,37586,4.6,7805,7449,356
1109,3660,6405,4657,4536,19,33.3,24.2,23.6,7315,23.6,37259,4.5,15230,14544,686
1111,3340,5719,4329,2350,21.2,36.3,27.5,14.9,4375,19.7,40546,4,9538,9155,383
1113,6495,12583,13434,6438,16.7,32.3,34.5,16.5,12384,21.7,39104,4,23753,22798,955
1115,9255,21865,19587,9991,15.2,36,32.3,16.5,10432,12,57284,3.5,39683,38296,1387
1117,11258,29106,42634,60424,7.8,20.3,29.7,42.1,16916,8,75663,2.9,112891,109672,3219
1119,1238,2969,1936,1715,15.8,37.8,24.6,21.8,4076,34.7,27859,5.9,4768,4487,281
1121,10671,19607,17827,8017,19,34.9,31.8,14.3,14825,19.3,41630,4.3,34978,33481,1497
1123,5581,9402,8355,5244,19.5,32.9,29.2,18.3,7839,19.7,42205,4.2,17772,17028,744
1125,14748,38097,36040,38669,11.6,29.9,28.3,30.3,33330,16.8,52557,3.7,101569,97855,3714
1127,8606,16685,14479,5204,19.1,37.1,32.2,11.6,11231,17.9,45434,4.2,25132,24064,1068
1129,2243,4954,2996,1276,19.6,43.2,26.1,11.1,2846,17.6,44424,5.8,6667,6278,389
1131,1662,2903,1738,901,23.1,40.3,24.1,12.5,3504,33.4,25385,9.6,2734,2472,262
1133,3755,6420,4683,2326,21.9,37.4,27.3,13.5,4338,18.6,41156,4.2,9781,9371,410
2000,34760,133851,169471,139645,7.3,28,35.5,29.2,80224,11.1,74912,6.6,356886,333375,23511
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,358,1061,882,336,13.6,40.2,33.4,12.7,544,15.5,70081,3,2321,2252,69
2016,459,1664,1309,675,11.2,40.5,31.9,16.4,550,10,82633,3.5,3615,3487,128
2020,11867,45753,66655,67719,6.2,23.8,34.7,35.3,27075,9.5,82113,5.5,151950,143602,8348
2050,1798,4371,2314,1194,18.6,45.2,23.9,12.3,5869,32.7,44304,12.8,7400,6455,945
2060,36,225,240,144,5.6,34.9,37.2,22.3,96,11.2,77257,6.3,441,413,28
2068,25,418,461,697,1.6,26.1,28.8,43.5,135,6.9,75477,7.8,1088,1003,85
2070,370,1138,835,559,12.7,39.2,28.8,19.3,1091,22,54524,8.2,2027,1861,166
2090,3381,13785,24520,20152,5.5,22.3,39.7,32.6,8104,8.6,74268,5.8,46101,43426,2675
2100,57,561,553,701,3,30,29.5,37.4,259,10.5,58943,9.5,1092,988,104
2105,143,598,546,393,8.5,35.6,32.5,23.4,370,17.2,51188,12.6,1158,1012,146
2110,878,4584,8138,8879,3.9,20.4,36.2,39.5,2299,7.3,79173,4.4,17232,16470,762
2122,2902,12989,15008,9378,7.2,32.2,37.3,23.3,7103,12.4,65439,7.7,26497,24453,2044
2130,701,2865,3671,2343,7.3,29.9,38.3,24.5,1244,9.1,68309,6,7026,6604,422
2150,889,2747,2863,2285,10.1,31.3,32.6,26,1073,8.2,74109,5.8,6210,5848,362
2158,880,2117,760,190,22.3,53.6,19.3,4.8,2905,35.1,32728,19.9,2708,2169,539
2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2164,123,356,237,134,14.5,41.9,27.9,15.8,288,18.2,49403,11.6,739,653,86
2170,5068,21381,25899,14073,7.6,32.2,39,21.2,10937,10.4,74649,7.6,47654,44014,3640
2180,872,2347,1457,799,15.9,42.9,26.6,14.6,2168,22,55318,11.6,4113,3636,477
2185,666,2797,1968,1079,10.2,43,30.2,16.6,1094,11.1,89276,7,3413,3173,240
2188,759,1982,956,489,18.1,47.3,22.8,11.7,1604,21.1,59337,14.2,2924,2508,416
2195,219,680,647,589,10.3,31.9,30.3,27.6,232,7.2,66075,8.7,1404,1282,122
2198,440,1668,1577,787,9.8,37.3,35.3,17.6,1057,16.5,49356,10.9,2899,2584,315
2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,371,1741,2026,2004,6,28.3,33,32.6,656,7.7,71825,4.2,4408,4225,183
2230,51,189,296,273,6.3,23.4,36.6,33.7,49,4.3,74635,9.8,836,754,82
2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2240,436,1451,1717,851,9.8,32.6,38.5,19.1,918,13.4,63527,9.6,2940,2658,282
2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2261,259,2111,2114,1981,4,32.7,32.7,30.6,880,9.7,68528,7.4,4849,4488,361
2275,219,705,563,388,11.7,37.6,30,20.7,287,11.6,57832,7,1051,977,74
2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2282,37,173,151,90,8.2,38.4,33.5,20,79,13.1,59523,8.2,245,225,20
2290,496,1394,1108,463,14.3,40.3,32,13.4,1259,23.7,38912,15.3,2545,2156,389
4000,613002,1112551,1570308,1338071,13.2,24,33.9,28.9,990291,14.1,59079,4.8,3439755,3273550,166205
4001,9085,14708,15444,5189,20.4,33.1,34.8,11.7,26435,37.3,33652,10.1,20665,18585,2080
4003,11215,20560,35576,20116,12.8,23.5,40.7,23,18273,15.1,49164,5.6,49774,46985,2789
4005,8515,17604,26746,29254,10.4,21.4,32.6,35.6,20964,15.9,60187,5.5,77083,72850,4233
4007,5718,11144,14867,7226,14.7,28.6,38.2,18.5,10804,20.4,43585,5.9,21518,20251,1267
4009,3379,7028,9526,3598,14.4,29.9,40.5,15.3,7118,20.2,50157,5.1,14878,14114,764
4011,658,2155,2433,709,11,36.2,40.9,11.9,985,10.5,65818,4.3,4280,4098,182
4012,3606,5248,5084,1972,22.7,33,32,12.4,4921,23.7,37350,6.2,8938,8381,557
4013,354513,634810,923098,899070,12.6,22.6,32.8,32,535183,12.3,65234,4.1,2229526,2137219,92307
4015,22957,54288,58539,20104,14.7,34.8,37.6,12.9,34411,16.8,45129,5.8,85442,80508,4934
4017,11963,20957,25708,11025,17.2,30.1,36.9,15.8,30876,28.5,40650,7.8,40598,37447,3151
4019,79230,152408,230498,216291,11.7,22.5,34,31.9,164927,16.2,53395,4.5,486261,464433,21828
4021,41961,85546,105949,54794,14.6,29.7,36.8,19,54399,12.9,58848,5,178216,169264,8952
4023,7127,7957,8006,6138,24.4,27.2,27.4,21,11287,24.4,40545,9.3,19325,17522,1803
4025,16623,44214,67706,43270,9.7,25.7,39.4,25.2,30060,13.2,48758,4.5,105618,100899,4719
4027,36452,33924,41128,19315,27.9,25.9,31.4,14.8,39648,19.5,44116,17,97636,80997,16639
5000,276029,681223,590434,451621,13.8,34.1,29.5,22.6,492306,16.8,47094,3.7,1351496,1301459,50037
5001,2121,4774,3646,1937,17,38.3,29.2,15.5,3120,17.9,43887,3.4,9070,8762,308
5003,2465,5563,4066,1838,17.7,39.9,29.2,13.2,3876,19.6,41127,5.5,7683,7263,420
5005,3747,11090,11007,5802,11.8,35,34.8,18.3,6216,15.1,39686,4.1,16463,15785,678
5007,20120,49182,44756,54780,11.9,29.1,26.5,32.4,23290,8.6,68978,2.9,134404,130532,3872
5009,3375,8779,9652,4145,13,33.8,37.2,16,5472,14.8,44482,3.5,15856,15295,561
5011,1352,3120,1880,1142,18,41.6,25.1,15.2,2329,21.7,37729,4.5,4362,4166,196
5013,649,1636,1013,452,17.3,43.6,27,12.1,800,15.7,44969,3.9,2404,2310,94
5015,2788,6788,6055,4015,14.2,34.6,30.8,20.4,4499,16.1,45023,3.2,12639,12233,406
5017,1451,2954,2012,1110,19.3,39.2,26.7,14.7,3039,31.4,31787,6.9,3340,3110,230
5019,1422,4021,4090,3642,10.8,30.5,31,27.6,3838,19.9,45408,3.8,9580,9214,366
5021,2047,4363,2944,1228,19.3,41.2,27.8,11.6,3035,20.7,37687,4.4,5835,5579,256
5023,2865,7630,5464,2796,15.3,40.7,29.1,14.9,3573,14.6,44902,4.5,9174,8758,416
5025,649,2689,1438,920,11.4,47.2,25.2,16.2,1232,15.5,47600,3.9,3302,3173,129
5027,2210,5880,3602,3028,15,39.9,24.5,20.6,4799,22.4,40909,4.8,8991,8562,429
5029,2059,6333,3871,2329,14.1,43.4,26.5,16,3693,17.9,44565,4.4,8198,7840,358
5031,7370,23120,19413,17809,10.9,34.1,28.7,26.3,18768,17.9,45615,3.1,54120,52462,1658
5033,6227,15708,13588,6432,14.8,37.4,32.4,15.3,10027,16,47363,3.6,26861,25899,962
5035,5461,10890,9132,5607,17.6,35,29.4,18,9056,19.2,42606,4.3,21467,20542,925
5037,1974,4768,2964,1771,17.2,41.5,25.8,15.4,2940,18,41214,4.2,7441,7131,310
5039,862,2284,1401,721,16.4,43.4,26.6,13.7,1442,21.3,37259,4.4,2811,2687,124
5041,1677,3487,1772,984,21.2,44,22.4,12.4,2780,24.3,36132,4.5,5443,5196,247
5043,1744,4150,3414,2420,14.9,35.4,29.1,20.6,3391,19.5,42494,5,7757,7369,388
5045,6483,22846,22986,22472,8.7,30.5,30.7,30,18571,15.4,53882,3.3,61476,59460,2016
5047,2106,4844,3701,1423,17.4,40.1,30.7,11.8,3202,18.3,43696,3.6,7406,7140,266
5049,1364,3282,3140,1043,15.4,37.2,35.6,11.8,2481,20.6,35630,4,4805,4613,192
5051,8243,22357,26033,14335,11.6,31.5,36.7,20.2,19844,20.4,43610,4,40797,39146,1651
5053,1065,5517,3625,2287,8.5,44.2,29,18.3,2353,13.1,52050,3.1,8321,8062,259
5055,3767,13130,8074,4734,12.7,44.2,27.2,15.9,7361,16.5,46512,3.5,19755,19064,691
5057,2734,5317,4161,2178,19,36.9,28.9,15.1,4424,20.6,38682,3.6,9908,9555,353
5059,3495,9489,7464,3526,14.6,39.6,31.1,14.7,5844,18.7,47205,3.8,13993,13466,527
5061,1515,3312,2733,1308,17.1,37.3,30.8,14.7,2271,17.3,40199,3.5,5922,5717,205
5063,3577,9016,7804,4754,14.2,35.8,31,18.9,5302,14.5,45596,4.1,16222,15560,662
5065,1511,3825,3393,1397,14.9,37.8,33.5,13.8,2358,18.7,37828,5.5,4869,4599,270
5067,2600,5061,3408,1254,21.1,41.1,27.7,10.2,3732,25.6,36573,6.2,5786,5430,356
5069,6620,18270,14074,8432,14,38.5,29.7,17.8,13900,22.2,38596,5.3,28066,26582,1484
5071,3565,7124,3860,2735,20.6,41.2,22.3,15.8,5761,22.2,39381,4.5,10445,9972,473
5073,909,2055,1192,821,18.3,41.3,24,16.5,1498,22.8,35527,5.2,2497,2366,131
5075,1636,4551,3393,1696,14.5,40.4,30.1,15,2776,17.7,40308,3.9,6858,6589,269
5077,1831,2770,1578,607,27,40.8,23.3,8.9,3098,43,28080,4.8,2917,2776,141
5079,1910,5127,2259,903,18.7,50.3,22.1,8.9,2647,27.5,44951,4.3,4041,3867,174
5081,1041,3758,2989,1003,11.8,42.7,34,11.4,1942,16,43559,5.3,5485,5196,289
5083,2278,6875,4284,1846,14.9,45,28,12.1,3950,18.6,41471,4,8749,8396,353
5085,5363,16675,15846,9639,11.3,35.1,33.3,20.3,8651,11.9,56651,3.2,33853,32766,1087
5087,2242,5037,2382,1375,20.3,45.6,21.6,12.5,3002,18.4,42674,2.9,7426,7213,213
5089,1636,4583,4091,2148,13.1,36.8,32.8,17.2,3082,18.7,36581,4.1,6506,6237,269
5091,4170,10680,9967,4934,14,35.9,33.5,16.6,9228,21.9,42162,4.8,19722,18772,950
5093,5305,10630,8066,3521,19.3,38.6,29.3,12.8,10325,25.7,36718,5.7,17510,16515,995
5095,1168,2199,1205,537,22.9,43,23.6,10.5,1769,26,32922,4.3,2746,2627,119
5097,1461,2450,2075,722,21.8,36.5,30.9,10.8,1649,18.8,38318,4.8,3036,2890,146
5099,787,2605,1644,916,13.2,43.8,27.6,15.4,1738,21.3,37626,3.5,3613,3485,128
5101,994,2338,1468,927,17.4,40.8,25.6,16.2,1340,17.4,36078,3.4,3312,3200,112
5103,2412,6958,4675,2671,14.4,41.6,28,16,5410,23.3,37624,4.7,9755,9301,454
5105,1202,2938,2226,858,16.6,40.7,30.8,11.9,1502,14.7,45342,4.2,4248,4071,177
5107,2665,3709,4236,1729,21.6,30.1,34.3,14,6301,35.4,29945,6.1,6608,6202,406
5109,1153,2946,2364,1113,15.2,38.9,31.2,14.7,1856,17.8,41534,4.2,4255,4078,177
5111,3161,7228,4289,1643,19.4,44.3,26.3,10.1,5592,23.7,37370,3.8,10269,9874,395
5113,2166,5275,4789,1872,15.4,37.4,34,13.3,3962,20,39048,4.2,8003,7670,333
5115,6117,14318,11064,8860,15.2,35.5,27.4,22,9647,16,45788,4.5,28998,27702,1296
5117,1062,2390,1617,903,17.8,40,27.1,15.1,1254,15.8,43245,3.9,3568,3429,139
5119,25441,69644,80333,90726,9.6,26.2,30.2,34.1,64312,16.7,49957,3.5,189210,182612,6598
5121,2121,4362,4066,1719,17.3,35.6,33.1,14,3050,17.4,37799,4,7175,6890,285
5123,3550,7120,5723,1947,19.4,38.8,31.2,10.6,7586,35.6,33257,5.2,8320,7891,429
5125,7790,25636,26748,21234,9.6,31.5,32.9,26.1,11695,9.7,63677,3.1,57716,55923,1793
5127,1468,2984,1858,631,21.1,43,26.8,9.1,2054,20.2,35826,3.7,4380,4219,161
5129,902,2622,1562,728,15.5,45.1,26.9,12.5,1912,24.3,31659,4.3,2957,2829,128
5131,14230,27083,26577,16641,16.8,32,31.4,19.7,19527,15.6,46843,3.6,57075,55032,2043
5133,2752,3859,2858,1232,25.7,36.1,26.7,11.5,3402,20.1,44100,4.7,5549,5290,259
5135,2027,5176,3734,1397,16.4,42,30.3,11.3,3541,20.7,36032,4.8,5798,5522,276
5137,1869,3323,2790,1173,20.4,36.3,30.5,12.8,2497,20.3,34009,4.5,4801,4583,218
5139,4129,9543,7769,5638,15.2,35.2,28.7,20.8,7000,18.2,45335,5.6,15960,15074,886
5141,1741,5387,3412,1730,14.2,43.9,27.8,14.1,2685,16.4,40486,5.3,5921,5610,311
5143,20771,36295,35712,45385,15,26.3,25.8,32.8,34741,15.2,50893,2.6,122569,119378,3191
5145,7454,19564,13034,10878,14.6,38.4,25.6,21.4,12505,16.6,44811,4.4,33786,32308,1478
5147,943,2008,1202,569,20,42.5,25.5,12,1509,23.7,34306,4.7,2829,2695,134
5149,2892,5923,3721,1963,19.9,40.9,25.7,13.5,3453,16.3,41729,4.2,8505,8148,357
6000,4475565,5391120,7633463,8718737,17.1,20.6,29.1,33.3,4972955,12.8,75250,4.2,19398212,18582802,815410
6001,139234,203838,281631,531701,12,17.6,24.4,46,147394,9,101744,3,848215,822769,25446
6003,87,225,237,235,11.1,28.7,30.2,30,190,17.3,55384,4.6,547,522,25
6005,2864,8461,12198,5997,9.7,28.7,41.3,20.3,4130,11.8,58515,4,14706,14117,589
6007,15823,33611,59196,39260,10.7,22.7,40,26.5,42016,18.5,50945,5,102712,97619,5093
6009,3332,9557,15239,6474,9.6,27.6,44,18.7,5454,12.1,62984,4,21351,20506,845
6011,4174,3225,4132,2103,30.6,23.7,30.3,15.4,2350,11,57249,12.9,10969,9551,1418
6013,82574,136610,233998,324337,10.6,17.6,30.1,41.7,88980,7.8,101463,3.2,564570,546778,17792
6015,3684,6131,6840,2782,19,31.5,35.2,14.3,5065,20.4,48518,5.5,9961,9412,549
6017,9299,28621,51399,45397,6.9,21.2,38.2,33.7,15401,8.1,81869,3.6,91589,88319,3270
6019,147389,136851,188858,123407,24.7,22.9,31.7,20.7,208627,21.3,52318,7.5,448353,414926,33427
6021,4426,5058,5956,2484,24.7,28.2,33.2,13.9,4271,15.4,47365,6.5,12779,11944,835
6023,8878,21615,34073,27380,9.7,23.5,37.1,29.8,27002,20.3,49471,3.6,63027,60782,2245
6025,33928,26758,32850,15802,31,24.5,30,14.5,37014,21.4,46633,18.1,71055,58200,12855
6027,1478,3883,4431,3452,11.2,29.3,33.5,26.1,2172,12.3,53793,3.9,8725,8388,337
6029,139584,147239,159525,85752,26.2,27.7,30,16.1,177021,20.5,51586,8,386997,356132,30865
6031,24270,23540,32073,12438,26.3,25.5,34.7,13.5,25481,18.8,58255,7.7,57865,53384,4481
6033,6872,13951,18247,7324,14.8,30.1,39.3,15.8,11689,18.4,45086,5.2,29116,27594,1522
6035,3853,7444,8396,2697,17.2,33.2,37.5,12,3653,15.8,57705,4.8,9899,9425,474
6037,1460718,1416482,1790808,2177481,21.3,20.7,26.2,31.8,1409155,14.2,67986,4.7,5136341,4896512,239829
6039,27278,24249,31404,14084,28.1,25,32.4,14.5,30201,20.2,53632,7,61528,57212,4316
6041,12883,20858,44782,112018,6.8,10.9,23.5,58.8,16742,6.6,122933,2.4,141111,137748,3363
6043,1316,3622,5524,3197,9.6,26.5,40.4,23.4,2569,14.9,51402,5.3,7663,7257,406
6045,8101,15925,22532,15241,13.1,25.8,36.5,24.7,15140,17.5,51386,3.9,39715,38151,1564
6047,48433,40839,46711,22051,30.6,25.8,29.6,14,56863,21.2,56169,8.3,115408,105834,9574
6049,974,2185,2536,1078,14.4,32.3,37.4,15.9,1631,19.1,45227,7.5,3179,2939,240
6051,1131,2290,3545,3076,11.3,22.8,35.3,30.6,1312,9.3,66499,3.8,8524,8196,328
6053,78816,56133,72422,67157,28.7,20.4,26.4,24.5,55614,13.3,69665,6.3,224057,210010,14047
6055,14670,17644,31629,34277,14.9,18,32.2,34.9,11829,8.8,85624,2.9,74547,72366,2181
6057,4386,13945,29692,27754,5.8,18.4,39.2,36.6,10171,10.3,66681,3.5,48870,47176,1694
6059,320340,368858,604676,857638,14.9,17.1,28.1,39.9,330559,10.5,89373,2.9,1625426,1577885,47541
6061,14403,48289,100446,102345,5.4,18.2,37.8,38.6,27596,7.1,89175,3.2,185213,179376,5837
6063,874,3638,6528,3390,6.1,25.2,45.2,23.5,2317,12.5,55079,7.5,7848,7260,588
6065,280295,411949,504267,333718,18.3,26.9,33,21.8,307511,12.7,66793,4.4,1092371,1044563,47808
6067,127852,225825,350480,308126,12.6,22.3,34.6,30.4,217138,14.3,69475,3.8,710442,683494,26948
6069,7658,9440,13492,7486,20.1,24.8,35.4,19.7,5294,8.6,80063,5.1,30869,29308,1561
6071,272865,352296,436563,270028,20.5,26.5,32.8,20.3,317514,14.9,63310,4,961030,922251,38779
6073,286008,409272,680074,848022,12.9,18.4,30.6,38.1,372148,11.5,78777,3.3,1592193,1539530,52663
6075,79408,84630,131509,394004,11.5,12.3,19.1,57.1,87596,10.1,110601,2.4,575567,562022,13545
6077,96905,129211,147635,84486,21.1,28.2,32.2,18.4,105351,14.3,63567,6,326387,306816,19571
6079,17123,37163,68352,64923,9.1,19.8,36.4,34.6,34200,12.7,70626,2.9,140920,136769,4151
6081,59339,82174,132756,273630,10.8,15,24.2,49.9,51830,6.8,122930,2.2,454875,444868,10007
6083,52042,49059,80080,92634,19,17.9,29.2,33.8,54029,12.6,75646,3.9,216698,208261,8437
6085,157687,191695,294921,679498,11.9,14.5,22.3,51.3,139074,7.3,125933,2.6,1048804,1021522,27282
6087,24323,28222,54710,71610,13.6,15.8,30.6,40,32027,12.2,84213,4.9,142618,135634,6984
6089,11606,31314,55236,27995,9.2,24.8,43.8,22.2,26919,15.2,53908,4.9,74215,70546,3669
6091,156,620,1118,436,6.7,26.6,48,18.7,392,13.3,52308,6,1278,1201,77
6093,3181,8118,13330,7163,10,25.5,41.9,22.5,7396,17.1,47560,6.7,17410,16244,1166
6095,36031,69822,115304,78496,12,23.3,38.5,26.2,34281,7.9,82808,3.9,209721,201553,8168
6097,42831,67183,123081,124873,12,18.8,34.4,34.9,48846,9.9,81002,2.7,262348,255161,7187
6099,73664,97071,111660,57523,21.7,28.6,32.8,16.9,84744,15.6,59616,6.4,243538,227940,15598
6101,13697,14879,22621,11024,22,23.9,36.4,17.7,13011,13.5,57879,7.5,45477,42085,3392
6103,6766,13319,16540,6709,15.6,30.7,38.2,15.5,10749,17,47572,5.7,25626,24176,1450
6105,932,3325,3744,1965,9.4,33.4,37.6,19.7,2656,21.6,40680,5.7,4707,4439,268
6107,81345,69974,79261,38493,30.2,26,29.5,14.3,102451,22.2,48763,9.6,204589,184940,19649
6109,3936,11680,17269,8238,9.6,28.4,42,20,6417,12.5,56500,4.6,21339,20357,982
6111,88185,107135,183807,187558,15.6,18.9,32.4,33.1,76206,9.1,84170,3.8,425728,409662,16066
6113,17180,23271,33180,52424,13.6,18.5,26.3,41.6,42311,20.1,67804,4.2,108518,103956,4562
6115,8478,10898,19959,7866,18,23.1,42.3,16.7,13256,17.2,47504,6.4,29078,27215,1863
8000,322718,803431,1117551,1504892,8.6,21.4,29.8,40.1,540579,9.7,71949,3.3,3096358,2994752,101606
8001,54079,90409,98693,74958,17,28.4,31,23.6,46711,9.2,70199,3.5,269911,260542,9369
8003,1287,2598,3157,2484,13.5,27.3,33.1,26.1,2954,19.1,42897,4.2,8447,8095,352
8005,32895,89231,126707,181360,7.6,20.7,29.5,42.2,52474,8.1,76665,3.2,362692,351003,11689
8007,781,2102,3101,3813,8,21.5,31.7,38.9,1525,11.2,53337,3.4,6928,6692,236
8009,398,714,923,577,15.2,27.3,35.3,22.1,678,19.4,38294,1.8,2229,2188,41
8011,646,2208,1120,565,14.2,48.6,24.7,12.4,1353,33.9,37659,3.2,2017,1953,64
8013,10380,25800,46104,127566,4.9,12.3,22,60.8,30699,9.7,83591,2.8,193822,188303,5519
8014,1460,6667,12122,25209,3.2,14.7,26.7,55.5,3364,4.9,96924,2.9,39816,38651,1165
8015,1070,4038,4930,5068,7.1,26.7,32.6,33.5,2023,10.9,56168,2.7,9708,9447,261
8017,125,460,427,253,9.9,36.4,33.8,20,230,12.6,54504,1.8,1166,1145,21
